User_ID,Signup_Date,Subscription_Plan,Monthly_Fee,Country,Device_Type,Last_Login_Date,Status,Total_Logins,Revenue
U05471,19-09-2025,Basic,499,Australia,Tablet,15-02-2026,Active,110,3493
U05472,28-12-2024,Basic,499,Canada,Laptop,23-01-2025,Active,11,9980
U05473,12-11-2024,Basic,499,Singapore,Laptop,02-03-2025,Active,63,6487
U05474,11-09-2025,Basic,499,Canada,Mobile,19-09-2025,Churned,69,1497
U05475,23-05-2025,Premium,999,USA,Laptop,29-06-2025,Churned,65,8991
U05476,13-05-2025,Premium,999,Australia,Mobile,10-09-2025,Churned,227,1998
U05477,25-11-2025,Basic,499,Germany,Mobile,14-04-2026,Active,33,2495
U05478,27-03-2025,Basic,499,Australia,Tablet,09-08-2025,Churned,213,9980
U05479,06-08-2025,Premium,999,Australia,Tablet,24-10-2025,Active,177,14985
U05480,23-11-2024,Premium,999,Canada,Tablet,24-12-2024,Churned,23,5994
U05481,20-11-2024,Enterprise,1999,India,Mobile,28-03-2025,Active,233,13993
U05482,09-11-2024,Premium,999,Germany,Tablet,10-01-2025,Churned,31,999
U05483,16-02-2025,Basic,499,Singapore,Tablet,07-06-2025,Active,192,5489
U05484,22-09-2024,Premium,999,India,Tablet,22-11-2024,Active,213,17982
U05485,20-01-2024,Basic,499,Australia,Mobile,09-06-2024,Active,248,5988
U05486,24-11-2025,Basic,499,UK,Mobile,12-12-2025,Active,133,2495
U05487,15-09-2024,Basic,499,UK,Laptop,27-09-2024,Active,39,8483
U05488,05-03-2024,Basic,499,Singapore,Tablet,20-07-2024,Active,119,10479
U05489,15-07-2024,Basic,499,Canada,Mobile,08-12-2024,Active,160,9481
U05490,02-08-2024,Premium,999,UK,Tablet,13-10-2024,Churned,53,20979
U05491,22-05-2025,Basic,499,India,Mobile,09-08-2025,Active,83,2495
U05492,25-02-2025,Basic,499,India,Mobile,03-03-2025,Churned,80,6487
U05493,13-01-2024,Premium,999,UK,Laptop,14-02-2024,Active,65,10989
U05494,11-04-2025,Basic,499,Australia,Tablet,10-08-2025,Active,199,2495
U05495,10-05-2024,Premium,999,Canada,Mobile,10-08-2024,Active,113,22977
U05496,03-11-2025,Basic,499,Singapore,Tablet,23-11-2025,Active,186,8483
U05497,26-07-2025,Enterprise,1999,Canada,Laptop,15-12-2025,Active,236,29985
U05498,02-05-2025,Premium,999,Canada,Laptop,19-05-2025,Churned,60,16983
U05499,03-11-2025,Basic,499,Germany,Tablet,08-04-2026,Churned,142,1497
U05500,16-08-2024,Premium,999,Germany,Laptop,27-09-2024,Active,15,8991
U05501,18-08-2024,Basic,499,UK,Tablet,16-01-2025,Active,69,5489
U05502,28-05-2025,Basic,499,Singapore,Laptop,19-06-2025,Active,170,11976
U05503,16-08-2024,Basic,499,Germany,Tablet,08-02-2025,Active,12,7984
U05504,16-02-2025,Premium,999,Australia,Mobile,27-02-2025,Active,68,20979
U05505,22-12-2024,Premium,999,USA,Tablet,02-05-2025,Churned,89,19980
U05506,18-04-2024,Premium,999,Canada,Tablet,11-07-2024,Active,66,21978
U05507,23-05-2024,Basic,499,Singapore,Mobile,10-08-2024,Churned,158,3493
U05508,20-08-2025,Basic,499,India,Laptop,12-01-2026,Active,85,4491
U05509,21-08-2024,Basic,499,India,Tablet,16-12-2024,Churned,7,2495
U05510,24-04-2025,Enterprise,1999,Germany,Tablet,24-07-2025,Active,55,29985
U05511,12-10-2024,Basic,499,Australia,Laptop,09-01-2025,Active,96,10978
U05512,10-12-2024,Premium,999,Canada,Tablet,17-02-2025,Active,77,1998
U05513,30-08-2025,Premium,999,Germany,Tablet,25-02-2026,Active,133,16983
U05514,17-06-2024,Premium,999,Singapore,Mobile,22-07-2024,Churned,209,3996
U05515,09-02-2024,Basic,499,India,Tablet,29-07-2024,Active,7,4491
U05516,13-11-2024,Basic,499,UK,Laptop,15-12-2024,Churned,205,2994
U05517,18-04-2024,Premium,999,India,Laptop,22-08-2024,Active,142,22977
U05518,07-04-2024,Enterprise,1999,Canada,Laptop,02-10-2024,Active,84,35982
U05519,10-05-2025,Basic,499,USA,Laptop,19-07-2025,Active,43,6986
U05520,03-11-2024,Premium,999,Germany,Tablet,19-11-2024,Churned,183,8991
U05521,28-02-2025,Basic,499,Canada,Laptop,05-03-2025,Active,35,8483
U05522,15-01-2024,Basic,499,Australia,Laptop,13-05-2024,Active,203,998
U05523,06-11-2025,Basic,499,USA,Laptop,14-11-2025,Churned,123,3992
U05524,20-01-2025,Premium,999,Australia,Laptop,14-06-2025,Active,162,15984
U05525,07-09-2025,Premium,999,UK,Mobile,01-11-2025,Active,168,1998
U05526,09-06-2025,Enterprise,1999,Australia,Tablet,01-10-2025,Churned,164,39980
U05527,27-08-2025,Basic,499,Canada,Mobile,21-01-2026,Active,46,4990
U05528,16-10-2024,Premium,999,India,Tablet,09-04-2025,Active,54,1998
U05529,12-03-2025,Premium,999,Singapore,Laptop,16-04-2025,Active,68,2997
U05530,31-12-2024,Premium,999,USA,Laptop,25-01-2025,Churned,135,3996
U05531,11-01-2025,Basic,499,USA,Laptop,13-05-2025,Churned,19,499
U05532,04-09-2024,Enterprise,1999,UK,Laptop,25-10-2024,Active,191,9995
U05533,30-11-2025,Basic,499,Canada,Mobile,26-05-2026,Active,89,3493
U05534,18-11-2024,Basic,499,India,Laptop,28-12-2024,Active,57,1996
U05535,21-09-2024,Basic,499,Australia,Mobile,20-02-2025,Active,219,499
U05536,29-01-2024,Basic,499,Australia,Tablet,02-04-2024,Active,193,6487
U05537,27-07-2024,Basic,499,Australia,Laptop,29-08-2024,Active,50,1497
U05538,28-09-2024,Basic,499,Australia,Laptop,19-01-2025,Churned,172,3992
U05539,23-07-2024,Basic,499,India,Mobile,12-10-2024,Active,203,6986
U05540,23-02-2025,Basic,499,Germany,Tablet,14-08-2025,Active,200,9980
U05541,17-09-2025,Basic,499,India,Tablet,01-01-2026,Active,207,11477
U05542,08-10-2024,Premium,999,Germany,Mobile,01-12-2024,Active,117,10989
U05543,15-02-2025,Basic,499,Germany,Mobile,25-07-2025,Active,99,998
U05544,03-10-2024,Premium,999,USA,Mobile,21-03-2025,Active,84,1998
U05545,16-05-2024,Basic,499,Germany,Mobile,15-10-2024,Active,63,5988
U05546,30-07-2024,Enterprise,1999,USA,Tablet,07-01-2025,Active,90,41979
U05547,14-06-2025,Basic,499,Singapore,Laptop,19-10-2025,Active,85,998
U05548,12-11-2025,Basic,499,Singapore,Mobile,23-04-2026,Active,215,7485
U05549,04-01-2025,Basic,499,UK,Mobile,21-03-2025,Churned,238,2495
U05550,14-10-2024,Premium,999,UK,Laptop,17-02-2025,Active,128,8991
U05551,02-08-2025,Basic,499,Canada,Laptop,04-10-2025,Churned,13,4990
U05552,24-02-2024,Basic,499,USA,Laptop,19-07-2024,Active,141,8483
U05553,31-10-2024,Basic,499,Singapore,Laptop,21-04-2025,Active,122,5988
U05554,31-07-2024,Basic,499,Singapore,Laptop,22-12-2024,Active,95,10479
U05555,30-10-2025,Premium,999,India,Laptop,25-11-2025,Active,40,3996
U05556,25-01-2024,Basic,499,Australia,Mobile,30-03-2024,Churned,212,5988
U05557,09-09-2025,Basic,499,Singapore,Tablet,30-12-2025,Active,20,9481
U05558,15-08-2024,Basic,499,Canada,Tablet,19-10-2024,Active,124,499
U05559,26-05-2024,Basic,499,Australia,Laptop,14-11-2024,Active,245,1996
U05560,30-10-2024,Basic,499,UK,Mobile,14-11-2024,Active,60,2495
U05561,26-10-2025,Premium,999,UK,Mobile,22-04-2026,Active,203,18981
U05562,21-11-2025,Premium,999,USA,Laptop,06-04-2026,Active,71,8991
U05563,24-07-2025,Basic,499,Singapore,Laptop,25-09-2025,Active,114,1497
U05564,28-08-2025,Enterprise,1999,Germany,Tablet,04-11-2025,Active,91,19990
U05565,28-12-2024,Premium,999,India,Mobile,24-04-2025,Active,192,16983
U05566,04-04-2025,Premium,999,Australia,Tablet,09-08-2025,Active,186,9990
U05567,05-11-2025,Premium,999,USA,Mobile,03-12-2025,Active,140,7992
U05568,30-11-2025,Basic,499,Canada,Tablet,24-01-2026,Active,158,3493
U05569,12-05-2024,Basic,499,Australia,Mobile,25-08-2024,Active,240,4491
U05570,13-11-2025,Basic,499,UK,Mobile,21-02-2026,Active,91,10978
U05571,23-03-2024,Basic,499,India,Laptop,31-07-2024,Active,25,1996
U05572,07-01-2024,Enterprise,1999,Germany,Mobile,10-02-2024,Active,141,45977
U05573,08-02-2024,Basic,499,Germany,Laptop,31-07-2024,Active,167,5489
U05574,22-06-2024,Premium,999,Canada,Laptop,27-07-2024,Churned,118,13986
U05575,06-10-2024,Basic,499,USA,Mobile,27-12-2024,Active,183,4491
U05576,16-10-2025,Enterprise,1999,Germany,Mobile,20-11-2025,Active,188,29985
U05577,14-09-2025,Basic,499,India,Mobile,01-11-2025,Active,25,5988
U05578,13-01-2024,Basic,499,India,Laptop,05-05-2024,Active,198,2994
U05579,17-07-2024,Premium,999,Germany,Tablet,12-01-2025,Active,138,12987
U05580,26-01-2025,Enterprise,1999,India,Laptop,24-04-2025,Churned,60,31984
U05581,31-12-2024,Basic,499,India,Tablet,07-01-2025,Active,96,2994
U05582,04-08-2025,Basic,499,Australia,Tablet,29-11-2025,Active,61,499
U05583,05-01-2025,Basic,499,Singapore,Mobile,06-03-2025,Active,124,7485
U05584,17-04-2024,Enterprise,1999,India,Tablet,06-06-2024,Active,232,17991
U05585,14-11-2024,Basic,499,Canada,Tablet,25-12-2024,Active,180,11477
U05586,17-01-2025,Premium,999,USA,Laptop,15-07-2025,Churned,11,16983
U05587,11-07-2025,Premium,999,USA,Mobile,27-07-2025,Active,125,4995
U05588,28-07-2025,Premium,999,Germany,Tablet,07-09-2025,Active,246,3996
U05589,12-10-2024,Basic,499,Germany,Laptop,26-03-2025,Active,184,5489
U05590,08-02-2024,Basic,499,Singapore,Tablet,02-05-2024,Active,212,9980
U05591,12-06-2025,Premium,999,Canada,Tablet,12-07-2025,Churned,122,11988
U05592,31-01-2024,Basic,499,India,Laptop,21-06-2024,Active,139,8982
U05593,04-01-2024,Premium,999,India,Mobile,22-01-2024,Active,124,10989
U05594,13-10-2024,Basic,499,Germany,Tablet,20-10-2024,Active,17,7485
U05595,13-07-2025,Basic,499,UK,Laptop,23-11-2025,Active,184,7984
U05596,30-11-2025,Basic,499,Germany,Mobile,02-12-2025,Churned,155,5489
U05597,06-11-2024,Basic,499,Canada,Laptop,27-02-2025,Active,50,3992
U05598,28-09-2025,Basic,499,Canada,Laptop,21-01-2026,Active,50,8483
U05599,16-04-2024,Basic,499,UK,Mobile,10-10-2024,Active,39,998
U05600,28-10-2025,Basic,499,Australia,Tablet,19-01-2026,Active,238,998
U05601,22-09-2024,Enterprise,1999,UK,Tablet,25-01-2025,Active,229,25987
U05602,17-07-2024,Enterprise,1999,UK,Mobile,07-09-2024,Active,224,37981
U05603,11-03-2025,Premium,999,India,Laptop,16-06-2025,Churned,119,8991
U05604,23-07-2025,Premium,999,Germany,Tablet,17-01-2026,Active,112,18981
U05605,03-01-2025,Basic,499,India,Laptop,11-06-2025,Active,24,1497
U05606,23-10-2025,Premium,999,UK,Mobile,06-04-2026,Active,43,13986
U05607,31-05-2025,Basic,499,Germany,Laptop,27-10-2025,Active,120,8982
U05608,09-08-2024,Basic,499,USA,Mobile,19-09-2024,Active,76,9481
U05609,17-03-2025,Premium,999,USA,Laptop,05-09-2025,Active,157,16983
U05610,09-09-2024,Enterprise,1999,India,Laptop,13-09-2024,Active,74,29985
U05611,10-02-2024,Basic,499,Singapore,Tablet,20-05-2024,Active,93,1497
U05612,02-04-2025,Basic,499,Germany,Mobile,18-05-2025,Churned,115,11477
U05613,21-02-2024,Premium,999,USA,Laptop,18-04-2024,Active,176,23976
U05614,01-08-2024,Enterprise,1999,Canada,Laptop,01-09-2024,Active,41,23988
U05615,08-07-2024,Enterprise,1999,Germany,Laptop,10-09-2024,Active,6,1999
U05616,13-04-2025,Premium,999,India,Laptop,12-07-2025,Churned,206,18981
U05617,27-08-2024,Basic,499,Canada,Mobile,23-11-2024,Active,203,6487
U05618,08-01-2024,Basic,499,Canada,Tablet,09-01-2024,Churned,229,5489
U05619,05-08-2024,Basic,499,India,Mobile,31-01-2025,Active,249,3493
U05620,02-10-2024,Basic,499,Canada,Laptop,04-12-2024,Churned,215,10479
U05621,31-10-2025,Basic,499,Germany,Laptop,22-01-2026,Active,116,11976
U05622,23-09-2025,Premium,999,Singapore,Laptop,15-01-2026,Active,226,23976
U05623,29-01-2024,Premium,999,Canada,Laptop,18-05-2024,Churned,16,999
U05624,21-01-2025,Basic,499,India,Mobile,24-03-2025,Active,68,7485
U05625,11-10-2024,Premium,999,UK,Mobile,30-03-2025,Active,129,9990
U05626,31-01-2025,Basic,499,USA,Tablet,14-07-2025,Active,216,6487
U05627,14-04-2025,Basic,499,Australia,Laptop,15-07-2025,Churned,233,7984
U05628,04-11-2024,Premium,999,Canada,Laptop,09-01-2025,Active,100,16983
U05629,04-05-2024,Basic,499,UK,Mobile,20-09-2024,Active,190,7984
U05630,07-10-2024,Basic,499,UK,Mobile,06-12-2024,Active,165,1497
U05631,10-09-2025,Basic,499,UK,Tablet,27-12-2025,Active,58,11477
U05632,08-08-2025,Basic,499,USA,Tablet,12-09-2025,Active,57,11477
U05633,22-08-2025,Premium,999,Germany,Mobile,02-10-2025,Active,36,10989
U05634,15-01-2024,Basic,499,Australia,Tablet,10-03-2024,Churned,225,2495
U05635,07-01-2024,Basic,499,Canada,Laptop,17-05-2024,Active,71,5988
U05636,09-05-2025,Basic,499,Australia,Laptop,27-10-2025,Churned,73,1996
U05637,27-10-2025,Premium,999,Germany,Tablet,11-01-2026,Active,85,13986
U05638,24-08-2024,Basic,499,UK,Laptop,05-12-2024,Churned,180,11976
U05639,26-03-2025,Premium,999,Singapore,Laptop,13-09-2025,Active,247,14985
U05640,16-01-2025,Premium,999,Canada,Laptop,25-04-2025,Active,107,8991
U05641,17-02-2024,Basic,499,UK,Tablet,25-06-2024,Active,176,11976
U05642,23-05-2024,Basic,499,India,Laptop,14-08-2024,Active,242,2994
U05643,07-01-2025,Basic,499,Germany,Mobile,25-05-2025,Active,137,7984
U05644,30-08-2025,Basic,499,UK,Tablet,06-10-2025,Active,124,5988
U05645,09-10-2024,Basic,499,Germany,Laptop,29-10-2024,Active,180,11477
U05646,11-02-2024,Basic,499,Canada,Tablet,13-07-2024,Active,216,8982
U05647,25-08-2024,Premium,999,India,Laptop,17-02-2025,Active,75,1998
U05648,05-05-2025,Basic,499,India,Mobile,24-08-2025,Active,56,9481
U05649,15-06-2024,Premium,999,India,Tablet,18-08-2024,Active,19,6993
U05650,13-07-2024,Enterprise,1999,India,Mobile,13-09-2024,Churned,66,1999
U05651,24-04-2024,Premium,999,UK,Laptop,13-10-2024,Active,10,12987
U05652,28-05-2025,Basic,499,USA,Tablet,03-10-2025,Active,86,5988
U05653,23-10-2024,Basic,499,UK,Mobile,19-11-2024,Active,92,1497
U05654,25-02-2025,Premium,999,Germany,Mobile,25-05-2025,Churned,121,22977
U05655,20-11-2024,Basic,499,USA,Tablet,16-04-2025,Active,230,8982
U05656,28-05-2025,Basic,499,UK,Laptop,13-11-2025,Churned,66,5489
U05657,10-03-2025,Enterprise,1999,Singapore,Tablet,13-05-2025,Active,173,13993
U05658,11-08-2025,Basic,499,UK,Mobile,27-12-2025,Churned,116,10978
U05659,20-04-2025,Premium,999,Canada,Mobile,13-07-2025,Churned,246,21978
U05660,05-05-2024,Premium,999,Canada,Mobile,03-06-2024,Active,203,23976
U05661,27-09-2024,Premium,999,Canada,Tablet,15-12-2024,Churned,167,15984
U05662,21-06-2024,Basic,499,UK,Mobile,14-12-2024,Active,244,8982
U05663,17-03-2025,Basic,499,Canada,Mobile,16-04-2025,Active,129,9481
U05664,20-03-2025,Basic,499,India,Mobile,23-08-2025,Active,231,998
U05665,14-05-2024,Premium,999,Germany,Mobile,18-09-2024,Churned,213,2997
U05666,26-11-2025,Premium,999,Singapore,Mobile,19-05-2026,Active,226,4995
U05667,11-07-2024,Basic,499,India,Laptop,21-08-2024,Active,30,2495
U05668,14-10-2025,Basic,499,Australia,Laptop,24-12-2025,Active,235,5988
U05669,24-06-2024,Premium,999,USA,Mobile,02-09-2024,Churned,111,22977
U05670,06-02-2024,Basic,499,Singapore,Mobile,21-05-2024,Active,60,10479
U05671,08-09-2025,Basic,499,UK,Mobile,18-09-2025,Active,138,2495
U05672,14-05-2024,Basic,499,UK,Mobile,03-11-2024,Active,142,1497
U05673,28-08-2024,Basic,499,Singapore,Tablet,17-11-2024,Active,246,9980
U05674,17-10-2024,Basic,499,UK,Tablet,27-11-2024,Active,20,2495
U05675,31-10-2024,Basic,499,UK,Mobile,13-11-2024,Churned,129,4491
U05676,06-09-2025,Basic,499,Singapore,Tablet,24-10-2025,Churned,136,998
U05677,17-10-2025,Enterprise,1999,UK,Laptop,14-02-2026,Active,11,9995
U05678,05-01-2024,Basic,499,India,Laptop,28-01-2024,Churned,11,9980
U05679,10-05-2025,Basic,499,Australia,Tablet,10-07-2025,Active,178,5489
U05680,04-09-2024,Enterprise,1999,Australia,Mobile,08-01-2025,Active,126,41979
U05681,16-05-2025,Basic,499,Canada,Mobile,06-09-2025,Active,106,1497
U05682,30-03-2025,Basic,499,Germany,Mobile,25-06-2025,Churned,87,4990
U05683,22-10-2024,Basic,499,India,Laptop,30-01-2025,Active,109,6986
U05684,30-11-2025,Basic,499,Germany,Laptop,27-04-2026,Active,195,2495
U05685,02-07-2024,Basic,499,India,Tablet,07-08-2024,Active,22,5988
U05686,10-04-2024,Basic,499,Germany,Mobile,06-06-2024,Active,167,3992
U05687,23-03-2025,Basic,499,UK,Tablet,09-08-2025,Active,161,10479
U05688,04-07-2024,Premium,999,Australia,Tablet,03-11-2024,Churned,53,6993
U05689,12-03-2024,Premium,999,USA,Laptop,14-08-2024,Active,226,1998
U05690,24-04-2024,Premium,999,USA,Tablet,16-08-2024,Active,93,19980
U05691,06-01-2025,Basic,499,Singapore,Mobile,29-01-2025,Active,247,4990
U05692,27-03-2024,Premium,999,India,Tablet,16-09-2024,Active,52,5994
U05693,04-02-2025,Premium,999,India,Mobile,29-04-2025,Active,158,2997
U05694,09-10-2024,Premium,999,Canada,Laptop,13-12-2024,Active,229,6993
U05695,24-10-2024,Basic,499,Germany,Mobile,18-03-2025,Churned,211,6986
U05696,15-09-2024,Basic,499,Canada,Tablet,17-09-2024,Active,166,998
U05697,02-06-2024,Basic,499,Germany,Mobile,24-09-2024,Churned,106,11477
U05698,22-11-2024,Basic,499,Germany,Laptop,02-05-2025,Active,134,7485
U05699,15-11-2025,Basic,499,Singapore,Laptop,10-01-2026,Active,53,8982
U05700,11-08-2024,Basic,499,Australia,Laptop,23-08-2024,Active,235,998
U05701,04-08-2024,Premium,999,Australia,Laptop,14-12-2024,Active,192,13986
U05702,01-04-2025,Premium,999,India,Laptop,05-07-2025,Active,146,13986
U05703,18-06-2024,Basic,499,USA,Laptop,15-10-2024,Active,172,499
U05704,07-10-2024,Premium,999,UK,Laptop,03-12-2024,Active,52,22977
U05705,28-12-2024,Premium,999,UK,Mobile,18-06-2025,Churned,110,16983
U05706,08-12-2024,Basic,499,Canada,Laptop,29-01-2025,Active,90,1996
U05707,21-05-2025,Basic,499,UK,Mobile,08-06-2025,Churned,214,8483
U05708,26-05-2025,Basic,499,UK,Tablet,26-08-2025,Active,185,9481
U05709,22-02-2025,Basic,499,Singapore,Mobile,05-03-2025,Active,206,10479
U05710,12-08-2024,Basic,499,Australia,Laptop,28-09-2024,Active,150,6487
U05711,12-06-2025,Basic,499,USA,Mobile,15-06-2025,Active,149,2994
U05712,29-11-2024,Basic,499,Australia,Laptop,28-02-2025,Active,127,9481
U05713,21-07-2024,Basic,499,India,Laptop,23-11-2024,Active,106,6986
U05714,12-03-2024,Basic,499,USA,Tablet,30-05-2024,Churned,59,998
U05715,28-04-2025,Basic,499,Germany,Tablet,31-08-2025,Active,44,2994
U05716,26-05-2024,Basic,499,Singapore,Mobile,17-07-2024,Active,97,10479
U05717,14-11-2024,Premium,999,Germany,Tablet,19-04-2025,Active,44,5994
U05718,13-01-2025,Basic,499,Germany,Laptop,05-07-2025,Active,175,4990
U05719,16-05-2024,Basic,499,Australia,Tablet,04-09-2024,Active,178,10479
U05720,02-12-2024,Basic,499,USA,Tablet,21-04-2025,Active,124,8982
U05721,03-11-2025,Basic,499,India,Mobile,01-03-2026,Active,180,9980
U05722,24-03-2025,Basic,499,Canada,Tablet,05-07-2025,Active,115,6487
U05723,12-11-2024,Premium,999,Australia,Tablet,07-05-2025,Active,214,999
U05724,10-10-2025,Basic,499,Australia,Laptop,17-02-2026,Active,45,10978
U05725,17-01-2024,Basic,499,Canada,Mobile,04-03-2024,Active,90,10479
U05726,07-08-2025,Basic,499,USA,Mobile,13-11-2025,Active,149,2495
U05727,01-12-2024,Basic,499,UK,Tablet,05-04-2025,Churned,67,10479
U05728,26-02-2025,Enterprise,1999,Canada,Mobile,01-08-2025,Churned,187,11994
U05729,29-11-2025,Basic,499,UK,Tablet,21-05-2026,Active,179,3992
U05730,14-09-2024,Premium,999,India,Laptop,30-12-2024,Churned,106,3996
U05731,12-04-2024,Enterprise,1999,India,Laptop,20-07-2024,Active,27,35982
U05732,09-06-2025,Basic,499,Australia,Tablet,28-10-2025,Active,103,11976
U05733,18-06-2025,Enterprise,1999,UK,Tablet,23-11-2025,Churned,48,17991
U05734,17-09-2024,Premium,999,Australia,Tablet,11-03-2025,Active,244,20979
U05735,03-01-2025,Basic,499,Canada,Mobile,12-06-2025,Churned,186,5489
U05736,23-08-2024,Premium,999,Australia,Tablet,14-01-2025,Active,143,7992
U05737,28-08-2024,Premium,999,Canada,Tablet,15-01-2025,Active,12,3996
U05738,14-07-2024,Basic,499,Australia,Mobile,01-08-2024,Active,210,2495
U05739,20-05-2025,Enterprise,1999,Germany,Mobile,23-07-2025,Active,166,39980
U05740,03-04-2024,Premium,999,India,Laptop,14-05-2024,Churned,243,999
U05741,08-08-2024,Basic,499,Australia,Mobile,24-09-2024,Active,12,499
U05742,03-09-2024,Basic,499,USA,Laptop,29-10-2024,Active,23,3493
U05743,14-10-2025,Premium,999,Germany,Tablet,01-11-2025,Active,79,999
U05744,30-06-2024,Basic,499,Germany,Tablet,16-08-2024,Active,67,1996
U05745,12-03-2025,Basic,499,UK,Tablet,10-04-2025,Active,51,9980
U05746,19-01-2024,Premium,999,Canada,Tablet,14-02-2024,Churned,174,14985
U05747,23-11-2024,Basic,499,Australia,Mobile,19-05-2025,Active,8,499
U05748,17-04-2024,Premium,999,Canada,Laptop,08-05-2024,Active,248,14985
U05749,05-08-2024,Premium,999,Germany,Mobile,20-10-2024,Active,222,9990
U05750,20-09-2024,Enterprise,1999,India,Laptop,29-01-2025,Churned,237,31984
U05751,15-03-2024,Basic,499,India,Mobile,01-06-2024,Active,116,9980
U05752,21-04-2025,Enterprise,1999,India,Mobile,15-10-2025,Active,146,29985
U05753,09-05-2025,Basic,499,India,Mobile,18-05-2025,Churned,221,4491
U05754,30-09-2025,Basic,499,Australia,Mobile,11-02-2026,Churned,7,8982
U05755,16-10-2024,Premium,999,USA,Mobile,15-11-2024,Active,50,6993
U05756,24-01-2025,Premium,999,Singapore,Tablet,30-04-2025,Active,225,19980
U05757,07-08-2024,Basic,499,Australia,Tablet,25-12-2024,Active,64,2495
U05758,24-12-2024,Basic,499,Australia,Mobile,04-02-2025,Active,97,2495
U05759,16-06-2024,Basic,499,UK,Tablet,06-10-2024,Active,124,9481
U05760,24-10-2024,Basic,499,Canada,Tablet,19-12-2024,Churned,47,6487
U05761,28-01-2024,Basic,499,India,Mobile,10-05-2024,Active,119,8483
U05762,19-03-2025,Enterprise,1999,USA,Tablet,04-08-2025,Active,110,47976
U05763,08-01-2024,Basic,499,Singapore,Laptop,26-02-2024,Active,134,6487
U05764,22-06-2024,Basic,499,India,Tablet,27-06-2024,Active,48,2994
U05765,10-08-2025,Basic,499,Singapore,Mobile,05-11-2025,Active,58,10479
U05766,16-10-2024,Enterprise,1999,Germany,Laptop,06-12-2024,Active,24,39980
U05767,17-03-2024,Basic,499,India,Tablet,10-07-2024,Active,87,5489
U05768,22-09-2024,Basic,499,Canada,Mobile,06-12-2024,Active,110,7984
U05769,26-08-2024,Premium,999,Canada,Mobile,16-12-2024,Active,120,19980
U05770,08-01-2024,Basic,499,Canada,Laptop,15-01-2024,Active,171,7485
U05771,06-11-2025,Basic,499,UK,Tablet,17-03-2026,Active,64,5489
U05772,08-01-2024,Basic,499,Australia,Tablet,01-05-2024,Churned,47,7485
U05773,29-03-2025,Basic,499,India,Mobile,17-08-2025,Active,52,9481
U05774,14-07-2025,Enterprise,1999,Singapore,Mobile,15-10-2025,Active,32,5997
U05775,05-03-2024,Premium,999,Singapore,Laptop,23-06-2024,Active,234,6993
U05776,30-06-2025,Basic,499,India,Mobile,30-11-2025,Churned,15,5988
U05777,06-11-2024,Basic,499,Australia,Tablet,23-11-2024,Active,177,7984
U05778,06-10-2024,Premium,999,Canada,Mobile,26-10-2024,Active,189,2997
U05779,15-11-2025,Basic,499,Germany,Tablet,08-03-2026,Active,150,6986
U05780,19-02-2025,Enterprise,1999,Singapore,Mobile,14-03-2025,Active,46,17991
U05781,03-04-2025,Premium,999,Germany,Tablet,21-06-2025,Active,167,9990
U05782,23-03-2024,Enterprise,1999,Germany,Mobile,08-09-2024,Active,138,7996
U05783,07-05-2024,Basic,499,Australia,Laptop,17-07-2024,Active,215,5489
U05784,26-05-2025,Premium,999,Germany,Laptop,16-09-2025,Active,111,2997
U05785,12-05-2024,Basic,499,India,Tablet,20-05-2024,Active,29,7984
U05786,05-06-2024,Premium,999,Canada,Laptop,23-08-2024,Active,89,2997
U05787,11-02-2024,Basic,499,UK,Tablet,04-04-2024,Active,147,499
U05788,24-12-2024,Enterprise,1999,Canada,Laptop,03-05-2025,Active,228,11994
U05789,03-11-2025,Basic,499,UK,Tablet,12-12-2025,Churned,20,9980
U05790,25-08-2025,Premium,999,Germany,Laptop,02-11-2025,Active,139,18981
U05791,29-08-2024,Basic,499,Germany,Tablet,13-10-2024,Active,122,2994
U05792,13-07-2024,Basic,499,Australia,Mobile,09-01-2025,Active,125,10978
U05793,16-06-2024,Premium,999,Germany,Laptop,20-11-2024,Active,67,18981
U05794,12-11-2025,Basic,499,UK,Tablet,28-03-2026,Active,83,6487
U05795,19-10-2024,Basic,499,USA,Laptop,22-12-2024,Active,154,8982
U05796,06-02-2025,Premium,999,Germany,Tablet,09-04-2025,Active,159,2997
U05797,20-07-2025,Basic,499,Canada,Mobile,01-09-2025,Active,206,2495
U05798,07-12-2024,Enterprise,1999,India,Laptop,06-02-2025,Churned,224,19990
U05799,07-10-2025,Basic,499,USA,Laptop,21-01-2026,Churned,113,3493
U05800,01-03-2024,Basic,499,Canada,Tablet,05-04-2024,Active,28,5988
U05801,19-07-2024,Basic,499,USA,Laptop,15-10-2024,Active,50,6986
U05802,24-06-2024,Premium,999,USA,Laptop,10-10-2024,Active,51,6993
U05803,15-04-2025,Basic,499,India,Tablet,18-07-2025,Active,97,11477
U05804,30-10-2025,Enterprise,1999,India,Mobile,13-01-2026,Active,244,9995
U05805,17-04-2024,Basic,499,Germany,Laptop,12-09-2024,Active,72,4990
U05806,04-05-2025,Premium,999,Germany,Tablet,25-05-2025,Active,166,17982
U05807,02-11-2024,Basic,499,Germany,Mobile,18-01-2025,Active,101,3992
U05808,10-01-2025,Basic,499,UK,Laptop,11-02-2025,Active,237,6986
U05809,19-10-2025,Premium,999,USA,Tablet,07-04-2026,Churned,104,9990
U05810,02-09-2025,Premium,999,Australia,Mobile,17-10-2025,Churned,69,14985
